0.000000000000000000e+00,1.456106250000000000e+04,1.333702929770139330e-03
1.000000000000000000e+00,1.456118750000000000e+04,1.319070400571997325e-03
2.000000000000000000e+00,1.455950000000000000e+04,1.428425206093367292e-03
3.000000000000000000e+00,1.456793750000000000e+04,8.419705891573651914e-04
4.000000000000000000e+00,1.457506250000000000e+04,3.448973490171121825e-04
5.000000000000000000e+00,1.457968750000000000e+04,1.778234153974526024e-05
6.000000000000000000e+00,1.457837500000000000e+04,9.760028957931391131e-05
7.000000000000000000e+00,1.457368750000000000e+04,4.083058975744356493e-04
8.000000000000000000e+00,1.457081250000000000e+04,5.966059668834578986e-04
9.000000000000000000e+00,1.457125000000000000e+04,5.580224078847954156e-04
1.000000000000000000e+01,1.457406250000000000e+04,3.569381552719374552e-04
1.100000000000000000e+01,1.457387500000000000e+04,3.616588586351206312e-04
1.200000000000000000e+01,1.456918750000000000e+04,6.753983167708672549e-04
1.300000000000000000e+01,1.457287500000000000e+04,4.152007088813115701e-04
1.400000000000000000e+01,1.457556250000000000e+04,2.239823040900038400e-04
1.500000000000000000e+01,1.457312500000000000e+04,3.854421428458189411e-04
1.600000000000000000e+01,1.457325000000000000e+04,3.723464927495625230e-04
1.700000000000000000e+01,1.457481250000000000e+04,2.618544077364787529e-04
1.800000000000000000e+01,1.457681250000000000e+04,1.198181230958041902e-04
1.900000000000000000e+01,1.457087500000000000e+04,5.218656076349639837e-04
2.000000000000000000e+01,1.456562500000000000e+04,8.786720847089025911e-04
2.100000000000000000e+01,1.456187500000000000e+04,1.133639044371060733e-03
2.200000000000000000e+01,1.456262500000000000e+04,1.080598038075832306e-03
2.300000000000000000e+01,1.456462500000000000e+04,9.419288449933614941e-04
2.400000000000000000e+01,1.456287500000000000e+04,1.060436307098401284e-03
2.500000000000000000e+01,1.455837500000000000e+04,1.367896597664500962e-03
2.600000000000000000e+01,1.455862500000000000e+04,1.349713271342300189e-03
2.700000000000000000e+01,1.456212500000000000e+04,1.107945327207733501e-03
