0.000000000000000000e+00,1.456106250000000000e+04,8.169306060608704347e-04
1.000000000000000000e+00,1.456118750000000000e+04,8.248352258466881389e-04
2.000000000000000000e+00,1.455950000000000000e+04,9.574918862219287258e-04
3.000000000000000000e+00,1.456793750000000000e+04,3.970785364489630865e-04
4.000000000000000000e+00,1.457506250000000000e+04,-8.395412989572520110e-05
5.000000000000000000e+00,1.457968750000000000e+04,-4.028533532873741275e-04
6.000000000000000000e+00,1.457837500000000000e+04,-3.210059909645424873e-04
7.000000000000000000e+00,1.457368750000000000e+04,-5.963549673389664629e-06
8.000000000000000000e+00,1.457081250000000000e+04,1.912192405681191227e-04
9.000000000000000000e+00,1.457125000000000000e+04,1.650437268923331073e-04
1.000000000000000000e+01,1.457406250000000000e+04,-2.464165936906904949e-05
1.100000000000000000e+01,1.457387500000000000e+04,-1.228126801778321407e-05
1.200000000000000000e+01,1.456918750000000000e+04,3.092003022789946757e-04
1.300000000000000000e+01,1.457287500000000000e+04,6.232156970219956114e-05
1.400000000000000000e+01,1.457556250000000000e+04,-1.208211129411999180e-04
1.500000000000000000e+01,1.457312500000000000e+04,4.397251262264278515e-05
1.600000000000000000e+01,1.457325000000000000e+04,3.627891067353388414e-05
1.700000000000000000e+01,1.457481250000000000e+04,-7.020081289246252936e-05
1.800000000000000000e+01,1.457681250000000000e+04,-2.088175321338805286e-04
1.900000000000000000e+01,1.457087500000000000e+04,1.943637220825852083e-04
2.000000000000000000e+01,1.456562500000000000e+04,5.587954459783819969e-04
2.100000000000000000e+01,1.456187500000000000e+04,8.277488794469328162e-04
2.200000000000000000e+01,1.456262500000000000e+04,7.929223682247445821e-04
2.300000000000000000e+01,1.456462500000000000e+04,6.715077130542758963e-04
2.400000000000000000e+01,1.456287500000000000e+04,8.053210909334225856e-04
2.500000000000000000e+01,1.455837500000000000e+04,1.130940820834558293e-03
2.600000000000000000e+01,1.455862500000000000e+04,1.136592643393508463e-03
2.700000000000000000e+01,1.456212500000000000e+04,9.189221150448260642e-04
2.800000000000000000e+01,1.456056250000000000e+04,1.044893495383314094e-03
2.900000000000000000e+01,1.456531250000000000e+04,7.395337868558309350e-04
3.000000000000000000e+01,1.456287500000000000e+04,9.219739999381980832e-04
3.100000000000000000e+01,1.456275000000000000e+04,9.491862991371385373e-04
3.200000000000000000e+01,1.456181250000000000e+04,1.032800196433035587e-03
3.300000000000000000e+01,1.456156250000000000e+04,1.070845883295647302e-03
3.400000000000000000e+01,1.456406250000000000e+04,9.206300261075909966e-04
3.500000000000000000e+01,1.456012500000000000e+04,1.209906640047452931e-03
3.600000000000000000e+01,1.455937500000000000e+04,1.285919700018465237e-03
3.700000000000000000e+01,1.456100000000000000e+04,1.200146061189733861e-03
3.800000000000000000e+01,1.456137500000000000e+04,1.198600939356195012e-03
3.900000000000000000e+01,1.455968750000000000e+04,1.338853818561952470e-03
4.000000000000000000e+01,1.456181250000000000e+04,1.219767738837726316e-03
4.100000000000000000e+01,1.456062500000000000e+04,1.326062184141642503e-03
4.200000000000000000e+01,1.456062500000000000e+04,1.352847704691675142e-03
4.300000000000000000e+01,1.456006250000000000e+04,1.418859831240085623e-03
